model,display_name,lab,family,release_date,condition,condition_family,n_valid,eligible_cells,excluded_small_cells,owned_rate,relocated_or_partial_rate,recited_not_owned_rate,indeterminate_rate,uncodeable_rate,n_owned,n_relocated_or_partial,n_recited_not_owned,n_indeterminate,n_uncodeable,label
gpt-5-1,gpt-5.1,OpenAI,gpt-5,2025-11-13,G3,world_change_prompts,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
gpt-5-1-codex,gpt-5.1-codex,OpenAI,gpt-5,2025-11-13,CTRL1,direct_stated_values,10,1,0,60.0,0.0,40.0,0.0,0.0,6,0,4,0,0,partially_open
gpt-5-1-codex,gpt-5.1-codex,OpenAI,gpt-5,2025-11-13,CTRL2,direct_stated_values,10,1,0,0.0,0.0,100.0,0.0,0.0,0,0,10,0,0,strongly_clamped
gpt-5-1-codex,gpt-5.1-codex,OpenAI,gpt-5,2025-11-13,G1,cache_broken_stated_values,30,1,0,33.333333333333336,0.0,63.333333333333336,0.0,3.3333333333333335,10,0,19,0,1,mixed_or_midrange
gpt-5-1-codex,gpt-5.1-codex,OpenAI,gpt-5,2025-11-13,G2,cache_broken_stated_values,30,1,0,6.666666666666667,3.3333333333333335,90.0,0.0,0.0,2,1,27,0,0,strongly_clamped
gpt-5-1-codex,gpt-5.1-codex,OpenAI,gpt-5,2025-11-13,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
gpt-5-1-codex,gpt-5.1-codex,OpenAI,gpt-5,2025-11-13,G3,world_change_prompts,30,1,0,86.66666666666667,0.0,10.0,0.0,3.3333333333333335,26,0,3,0,1,strongly_open
gpt-5-2,gpt-5.2,OpenAI,gpt-5,2025-12-10,CTRL1,direct_stated_values,10,1,0,0.0,0.0,100.0,0.0,0.0,0,0,10,0,0,strongly_clamped
gpt-5-2,gpt-5.2,OpenAI,gpt-5,2025-12-10,CTRL2,direct_stated_values,10,1,0,0.0,0.0,100.0,0.0,0.0,0,0,10,0,0,strongly_clamped
gpt-5-2,gpt-5.2,OpenAI,gpt-5,2025-12-10,G1,cache_broken_stated_values,30,1,0,0.0,0.0,100.0,0.0,0.0,0,0,30,0,0,strongly_clamped
gpt-5-2,gpt-5.2,OpenAI,gpt-5,2025-12-10,G2,cache_broken_stated_values,30,1,0,0.0,0.0,100.0,0.0,0.0,0,0,30,0,0,strongly_clamped
gpt-5-2,gpt-5.2,OpenAI,gpt-5,2025-12-10,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
gpt-5-2,gpt-5.2,OpenAI,gpt-5,2025-12-10,G3,world_change_prompts,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
gpt-5-2-codex,gpt-5.2-codex,OpenAI,gpt-5,2026-01-14,CTRL1,direct_stated_values,10,1,0,0.0,0.0,100.0,0.0,0.0,0,0,10,0,0,strongly_clamped
gpt-5-2-codex,gpt-5.2-codex,OpenAI,gpt-5,2026-01-14,CTRL2,direct_stated_values,10,1,0,0.0,0.0,100.0,0.0,0.0,0,0,10,0,0,strongly_clamped
gpt-5-2-codex,gpt-5.2-codex,OpenAI,gpt-5,2026-01-14,G1,cache_broken_stated_values,30,1,0,0.0,0.0,100.0,0.0,0.0,0,0,30,0,0,strongly_clamped
gpt-5-2-codex,gpt-5.2-codex,OpenAI,gpt-5,2026-01-14,G2,cache_broken_stated_values,30,1,0,0.0,0.0,100.0,0.0,0.0,0,0,30,0,0,strongly_clamped
gpt-5-2-codex,gpt-5.2-codex,OpenAI,gpt-5,2026-01-14,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
gpt-5-2-codex,gpt-5.2-codex,OpenAI,gpt-5,2026-01-14,G3,world_change_prompts,30,1,0,86.66666666666667,13.333333333333334,0.0,0.0,0.0,26,4,0,0,0,strongly_open
gpt-5-3,gpt-5.3,OpenAI,gpt-5,2026-03-03,CTRL1,direct_stated_values,10,1,0,20.0,50.0,30.0,0.0,0.0,2,5,3,0,0,partially_open
gpt-5-3,gpt-5.3,OpenAI,gpt-5,2026-03-03,CTRL2,direct_stated_values,10,1,0,80.0,10.0,10.0,0.0,0.0,8,1,1,0,0,strongly_open
gpt-5-3,gpt-5.3,OpenAI,gpt-5,2026-03-03,G1,cache_broken_stated_values,30,1,0,3.3333333333333335,86.66666666666667,10.0,0.0,0.0,1,26,3,0,0,partially_open
gpt-5-3,gpt-5.3,OpenAI,gpt-5,2026-03-03,G2,cache_broken_stated_values,30,1,0,0.0,90.0,10.0,0.0,0.0,0,27,3,0,0,partially_open
gpt-5-3,gpt-5.3,OpenAI,gpt-5,2026-03-03,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
gpt-5-3,gpt-5.3,OpenAI,gpt-5,2026-03-03,G3,world_change_prompts,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
gpt-5-3-codex,gpt-5.3-codex,OpenAI,gpt-5,2026-02-24,CTRL1,direct_stated_values,10,1,0,0.0,0.0,100.0,0.0,0.0,0,0,10,0,0,strongly_clamped
gpt-5-3-codex,gpt-5.3-codex,OpenAI,gpt-5,2026-02-24,CTRL2,direct_stated_values,10,1,0,80.0,0.0,20.0,0.0,0.0,8,0,2,0,0,strongly_open
gpt-5-3-codex,gpt-5.3-codex,OpenAI,gpt-5,2026-02-24,G1,cache_broken_stated_values,30,1,0,0.0,40.0,60.0,0.0,0.0,0,12,18,0,0,mixed_or_midrange
gpt-5-3-codex,gpt-5.3-codex,OpenAI,gpt-5,2026-02-24,G2,cache_broken_stated_values,30,1,0,40.0,46.666666666666664,13.333333333333334,0.0,0.0,12,14,4,0,0,partially_open
gpt-5-3-codex,gpt-5.3-codex,OpenAI,gpt-5,2026-02-24,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
gpt-5-3-codex,gpt-5.3-codex,OpenAI,gpt-5,2026-02-24,G3,world_change_prompts,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
gpt-5-4,gpt-5.4,OpenAI,gpt-5,2026-03-05,CTRL1,direct_stated_values,20,2,0,0.0,0.0,100.0,0.0,0.0,0,0,20,0,0,strongly_clamped
gpt-5-4,gpt-5.4,OpenAI,gpt-5,2026-03-05,CTRL2,direct_stated_values,20,2,0,60.0,0.0,40.0,0.0,0.0,12,0,8,0,0,partially_open
gpt-5-4,gpt-5.4,OpenAI,gpt-5,2026-03-05,G1,cache_broken_stated_values,60,2,0,0.0,63.33333333333333,36.66666666666667,0.0,0.0,0,38,22,0,0,partially_open
gpt-5-4,gpt-5.4,OpenAI,gpt-5,2026-03-05,G2,cache_broken_stated_values,60,2,0,6.666666666666667,88.33333333333333,5.0,0.0,0.0,4,53,3,0,0,partially_open
gpt-5-4,gpt-5.4,OpenAI,gpt-5,2026-03-05,CTRL3,world_change_prompts,20,2,0,100.0,0.0,0.0,0.0,0.0,20,0,0,0,0,strongly_open
gpt-5-4,gpt-5.4,OpenAI,gpt-5,2026-03-05,G3,world_change_prompts,60,2,0,100.0,0.0,0.0,0.0,0.0,60,0,0,0,0,strongly_open
gpt-5-5,gpt-5.5,OpenAI,gpt-5,2026-04-24,CTRL1,direct_stated_values,10,1,0,0.0,0.0,100.0,0.0,0.0,0,0,10,0,0,strongly_clamped
gpt-5-5,gpt-5.5,OpenAI,gpt-5,2026-04-24,CTRL2,direct_stated_values,10,1,0,10.0,0.0,90.0,0.0,0.0,1,0,9,0,0,strongly_clamped
gpt-5-5,gpt-5.5,OpenAI,gpt-5,2026-04-24,G1,cache_broken_stated_values,30,1,0,0.0,100.0,0.0,0.0,0.0,0,30,0,0,0,partially_open
gpt-5-5,gpt-5.5,OpenAI,gpt-5,2026-04-24,G2,cache_broken_stated_values,30,1,0,6.666666666666667,76.66666666666667,16.666666666666668,0.0,0.0,2,23,5,0,0,partially_open
gpt-5-5,gpt-5.5,OpenAI,gpt-5,2026-04-24,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
gpt-5-5,gpt-5.5,OpenAI,gpt-5,2026-04-24,G3,world_change_prompts,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
gpt-5-5-pro,gpt-5.5-pro,OpenAI,gpt-5,2026-04-24,CTRL1,direct_stated_values,10,1,0,0.0,30.0,70.0,0.0,0.0,0,3,7,0,0,strongly_clamped
gpt-5-5-pro,gpt-5.5-pro,OpenAI,gpt-5,2026-04-24,CTRL2,direct_stated_values,10,1,0,0.0,0.0,100.0,0.0,0.0,0,0,10,0,0,strongly_clamped
gpt-5-5-pro,gpt-5.5-pro,OpenAI,gpt-5,2026-04-24,G1,cache_broken_stated_values,30,1,0,13.333333333333334,86.66666666666667,0.0,0.0,0.0,4,26,0,0,0,partially_open
gpt-5-5-pro,gpt-5.5-pro,OpenAI,gpt-5,2026-04-24,G2,cache_broken_stated_values,30,1,0,50.0,50.0,0.0,0.0,0.0,15,15,0,0,0,partially_open
gpt-5-5-pro,gpt-5.5-pro,OpenAI,gpt-5,2026-04-24,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
gpt-5-5-pro,gpt-5.5-pro,OpenAI,gpt-5,2026-04-24,G3,world_change_prompts,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
gpt-5-codex,gpt-5-codex,OpenAI,gpt-5,2025-09-23,CTRL1,direct_stated_values,10,1,0,10.0,0.0,90.0,0.0,0.0,1,0,9,0,0,strongly_clamped
gpt-5-codex,gpt-5-codex,OpenAI,gpt-5,2025-09-23,CTRL2,direct_stated_values,10,1,0,0.0,0.0,100.0,0.0,0.0,0,0,10,0,0,strongly_clamped
gpt-5-codex,gpt-5-codex,OpenAI,gpt-5,2025-09-23,G1,cache_broken_stated_values,30,1,0,3.3333333333333335,0.0,96.66666666666667,0.0,0.0,1,0,29,0,0,strongly_clamped
gpt-5-codex,gpt-5-codex,OpenAI,gpt-5,2025-09-23,G2,cache_broken_stated_values,30,1,0,3.3333333333333335,0.0,96.66666666666667,0.0,0.0,1,0,29,0,0,strongly_clamped
gpt-5-codex,gpt-5-codex,OpenAI,gpt-5,2025-09-23,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
gpt-5-codex,gpt-5-codex,OpenAI,gpt-5,2025-09-23,G3,world_change_prompts,30,1,0,83.33333333333333,10.0,3.3333333333333335,0.0,3.3333333333333335,25,3,1,0,1,strongly_open
grok-3,grok-3,xAI,grok,2025-06-10,CTRL1,direct_stated_values,10,1,0,10.0,20.0,70.0,0.0,0.0,1,2,7,0,0,strongly_clamped
grok-3,grok-3,xAI,grok,2025-06-10,CTRL2,direct_stated_values,10,1,0,0.0,0.0,100.0,0.0,0.0,0,0,10,0,0,strongly_clamped
grok-3,grok-3,xAI,grok,2025-06-10,G1,cache_broken_stated_values,30,1,0,46.666666666666664,53.333333333333336,0.0,0.0,0.0,14,16,0,0,0,partially_open
grok-3,grok-3,xAI,grok,2025-06-10,G2,cache_broken_stated_values,30,1,0,36.666666666666664,63.333333333333336,0.0,0.0,0.0,11,19,0,0,0,partially_open
grok-3,grok-3,xAI,grok,2025-06-10,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
grok-3,grok-3,xAI,grok,2025-06-10,G3,world_change_prompts,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
grok-4,grok-4-0709,xAI,grok,2025-07-09,CTRL1,direct_stated_values,10,1,0,0.0,0.0,100.0,0.0,0.0,0,0,10,0,0,strongly_clamped
grok-4,grok-4-0709,xAI,grok,2025-07-09,CTRL2,direct_stated_values,10,1,0,10.0,0.0,90.0,0.0,0.0,1,0,9,0,0,strongly_clamped
grok-4,grok-4-0709,xAI,grok,2025-07-09,G1,cache_broken_stated_values,30,1,0,0.0,6.666666666666667,93.33333333333333,0.0,0.0,0,2,28,0,0,strongly_clamped
grok-4,grok-4-0709,xAI,grok,2025-07-09,G2,cache_broken_stated_values,30,1,0,0.0,10.0,90.0,0.0,0.0,0,3,27,0,0,strongly_clamped
grok-4,grok-4-0709,xAI,grok,2025-07-09,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
grok-4,grok-4-0709,xAI,grok,2025-07-09,G3,world_change_prompts,30,1,0,63.333333333333336,3.3333333333333335,33.333333333333336,0.0,0.0,19,1,10,0,0,partially_open
grok-4-1-fast-non-reasoning,grok-4-1-fast-non-reasoning,xAI,grok,2025-11-19,CTRL1,direct_stated_values,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
grok-4-1-fast-non-reasoning,grok-4-1-fast-non-reasoning,xAI,grok,2025-11-19,CTRL2,direct_stated_values,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
grok-4-1-fast-non-reasoning,grok-4-1-fast-non-reasoning,xAI,grok,2025-11-19,G1,cache_broken_stated_values,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
grok-4-1-fast-non-reasoning,grok-4-1-fast-non-reasoning,xAI,grok,2025-11-19,G2,cache_broken_stated_values,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
grok-4-1-fast-non-reasoning,grok-4-1-fast-non-reasoning,xAI,grok,2025-11-19,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
grok-4-1-fast-non-reasoning,grok-4-1-fast-non-reasoning,xAI,grok,2025-11-19,G3,world_change_prompts,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
grok-4-1-fast-reasoning,grok-4-1-fast-reasoning,xAI,grok,2025-11-19,CTRL1,direct_stated_values,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
grok-4-1-fast-reasoning,grok-4-1-fast-reasoning,xAI,grok,2025-11-19,CTRL2,direct_stated_values,10,1,0,90.0,0.0,10.0,0.0,0.0,9,0,1,0,0,strongly_open
grok-4-1-fast-reasoning,grok-4-1-fast-reasoning,xAI,grok,2025-11-19,G1,cache_broken_stated_values,30,1,0,96.66666666666667,3.3333333333333335,0.0,0.0,0.0,29,1,0,0,0,strongly_open
grok-4-1-fast-reasoning,grok-4-1-fast-reasoning,xAI,grok,2025-11-19,G2,cache_broken_stated_values,30,1,0,93.33333333333333,0.0,6.666666666666667,0.0,0.0,28,0,2,0,0,strongly_open
grok-4-1-fast-reasoning,grok-4-1-fast-reasoning,xAI,grok,2025-11-19,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
grok-4-1-fast-reasoning,grok-4-1-fast-reasoning,xAI,grok,2025-11-19,G3,world_change_prompts,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
grok-4-2,grok-4-2,xAI,grok,,CTRL1,direct_stated_values,10,1,0,90.0,10.0,0.0,0.0,0.0,9,1,0,0,0,strongly_open
grok-4-2,grok-4-2,xAI,grok,,CTRL2,direct_stated_values,10,1,0,90.0,0.0,10.0,0.0,0.0,9,0,1,0,0,strongly_open
grok-4-2,grok-4-2,xAI,grok,,G1,cache_broken_stated_values,30,1,0,90.0,10.0,0.0,0.0,0.0,27,3,0,0,0,strongly_open
grok-4-2,grok-4-2,xAI,grok,,G2,cache_broken_stated_values,30,1,0,96.66666666666667,3.3333333333333335,0.0,0.0,0.0,29,1,0,0,0,strongly_open
grok-4-2,grok-4-2,xAI,grok,,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
grok-4-2,grok-4-2,xAI,grok,,G3,world_change_prompts,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
grok-4-20,grok-4.20,xAI,grok,2026-03-31,CTRL1,direct_stated_values,10,1,0,70.0,30.0,0.0,0.0,0.0,7,3,0,0,0,strongly_open
grok-4-20,grok-4.20,xAI,grok,2026-03-31,CTRL2,direct_stated_values,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
grok-4-20,grok-4.20,xAI,grok,2026-03-31,G1,cache_broken_stated_values,30,1,0,83.33333333333333,16.666666666666668,0.0,0.0,0.0,25,5,0,0,0,strongly_open
grok-4-20,grok-4.20,xAI,grok,2026-03-31,G2,cache_broken_stated_values,30,1,0,96.66666666666667,3.3333333333333335,0.0,0.0,0.0,29,1,0,0,0,strongly_open
grok-4-20,grok-4.20,xAI,grok,2026-03-31,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
grok-4-20,grok-4.20,xAI,grok,2026-03-31,G3,world_change_prompts,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
grok-4-3,grok-4.3,xAI,grok,2026-04-30,CTRL1,direct_stated_values,20,2,0,10.0,85.0,5.0,0.0,0.0,2,17,1,0,0,partially_open
grok-4-3,grok-4.3,xAI,grok,2026-04-30,CTRL2,direct_stated_values,20,2,0,40.0,30.0,30.0,0.0,0.0,8,6,6,0,0,partially_open
grok-4-3,grok-4.3,xAI,grok,2026-04-30,G1,cache_broken_stated_values,60,2,0,13.333333333333334,63.333333333333336,23.333333333333332,0.0,0.0,8,38,14,0,0,partially_open
grok-4-3,grok-4.3,xAI,grok,2026-04-30,G2,cache_broken_stated_values,60,2,0,56.66666666666667,15.0,26.666666666666668,1.6666666666666667,0.0,34,9,16,1,0,partially_open
grok-4-3,grok-4.3,xAI,grok,2026-04-30,CTRL3,world_change_prompts,20,2,0,100.0,0.0,0.0,0.0,0.0,20,0,0,0,0,strongly_open
grok-4-3,grok-4.3,xAI,grok,2026-04-30,G3,world_change_prompts,60,2,0,100.0,0.0,0.0,0.0,0.0,60,0,0,0,0,strongly_open
kimi-coding,kimi-for-coding,Moonshot AI,kimi,2026-01-27,CTRL1,direct_stated_values,10,1,0,30.0,70.0,0.0,0.0,0.0,3,7,0,0,0,partially_open
kimi-coding,kimi-for-coding,Moonshot AI,kimi,2026-01-27,CTRL2,direct_stated_values,10,1,0,0.0,0.0,100.0,0.0,0.0,0,0,10,0,0,strongly_clamped
kimi-coding,kimi-for-coding,Moonshot AI,kimi,2026-01-27,G1,cache_broken_stated_values,30,1,0,80.0,20.0,0.0,0.0,0.0,24,6,0,0,0,strongly_open
kimi-coding,kimi-for-coding,Moonshot AI,kimi,2026-01-27,G2,cache_broken_stated_values,30,1,0,20.0,26.666666666666668,46.666666666666664,6.666666666666667,0.0,6,8,14,2,0,mixed_or_midrange
kimi-coding,kimi-for-coding,Moonshot AI,kimi,2026-01-27,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
kimi-coding,kimi-for-coding,Moonshot AI,kimi,2026-01-27,G3,world_change_prompts,30,1,0,93.33333333333333,6.666666666666667,0.0,0.0,0.0,28,2,0,0,0,strongly_open
kimi-k2-0905,kimi-k2-0905,Moonshot AI,kimi,2025-09-04,CTRL1,direct_stated_values,40,4,0,30.0,57.5,12.5,0.0,0.0,12,23,5,0,0,partially_open
kimi-k2-0905,kimi-k2-0905,Moonshot AI,kimi,2025-09-04,CTRL2,direct_stated_values,40,4,0,42.5,10.0,47.5,0.0,0.0,17,4,19,0,0,partially_open
kimi-k2-0905,kimi-k2-0905,Moonshot AI,kimi,2025-09-04,G1,cache_broken_stated_values,120,4,0,92.5,7.5,0.0,0.0,0.0,111,9,0,0,0,strongly_open
kimi-k2-0905,kimi-k2-0905,Moonshot AI,kimi,2025-09-04,G2,cache_broken_stated_values,120,4,0,97.5,2.5,0.0,0.0,0.0,117,3,0,0,0,strongly_open
kimi-k2-0905,kimi-k2-0905,Moonshot AI,kimi,2025-09-04,CTRL3,world_change_prompts,40,4,0,100.0,0.0,0.0,0.0,0.0,40,0,0,0,0,strongly_open
kimi-k2-0905,kimi-k2-0905,Moonshot AI,kimi,2025-09-04,G3,world_change_prompts,120,4,0,100.0,0.0,0.0,0.0,0.0,120,0,0,0,0,strongly_open
kimi-k2-5,kimi-k2.5,Moonshot AI,kimi,2026-01-27,CTRL1,direct_stated_values,10,1,0,0.0,60.0,40.0,0.0,0.0,0,6,4,0,0,partially_open
kimi-k2-5,kimi-k2.5,Moonshot AI,kimi,2026-01-27,CTRL2,direct_stated_values,10,1,0,0.0,0.0,100.0,0.0,0.0,0,0,10,0,0,strongly_clamped
kimi-k2-5,kimi-k2.5,Moonshot AI,kimi,2026-01-27,G1,cache_broken_stated_values,30,1,0,93.33333333333333,6.666666666666667,0.0,0.0,0.0,28,2,0,0,0,strongly_open
kimi-k2-5,kimi-k2.5,Moonshot AI,kimi,2026-01-27,G2,cache_broken_stated_values,30,1,0,43.333333333333336,43.333333333333336,3.3333333333333335,10.0,0.0,13,13,1,3,0,partially_open
kimi-k2-5,kimi-k2.5,Moonshot AI,kimi,2026-01-27,CTRL3,world_change_prompts,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
kimi-k2-5,kimi-k2.5,Moonshot AI,kimi,2026-01-27,G3,world_change_prompts,30,1,0,96.66666666666667,3.3333333333333335,0.0,0.0,0.0,29,1,0,0,0,strongly_open
kimi-k2-6,kimi-k2.6,Moonshot AI,kimi,2026-04-20,CTRL1,direct_stated_values,10,1,0,0.0,50.0,50.0,0.0,0.0,0,5,5,0,0,partially_open
kimi-k2-6,kimi-k2.6,Moonshot AI,kimi,2026-04-20,CTRL2,direct_stated_values,10,1,0,0.0,10.0,90.0,0.0,0.0,0,1,9,0,0,strongly_clamped
kimi-k2-6,kimi-k2.6,Moonshot AI,kimi,2026-04-20,G1,cache_broken_stated_values,30,1,0,86.66666666666667,13.333333333333334,0.0,0.0,0.0,26,4,0,0,0,strongly_open
kimi-k2-6,kimi-k2.6,Moonshot AI,kimi,2026-04-20,G2,cache_broken_stated_values,30,1,0,40.0,46.666666666666664,10.0,3.3333333333333335,0.0,12,14,3,1,0,partially_open
kimi-k2-6,kimi-k2.6,Moonshot AI,kimi,2026-04-20,CTRL3,world_change_prompts,10,1,0,90.0,10.0,0.0,0.0,0.0,9,1,0,0,0,strongly_open
kimi-k2-6,kimi-k2.6,Moonshot AI,kimi,2026-04-20,G3,world_change_prompts,30,1,0,96.66666666666667,0.0,0.0,0.0,3.3333333333333335,29,0,0,0,1,strongly_open
kimi-k2-thinking,kimi-k2-thinking,Moonshot AI,kimi,2025-11-06,CTRL1,direct_stated_values,30,3,0,0.0,26.666666666666668,73.33333333333333,0.0,0.0,0,8,22,0,0,strongly_clamped
kimi-k2-thinking,kimi-k2-thinking,Moonshot AI,kimi,2025-11-06,CTRL2,direct_stated_values,30,3,0,0.0,0.0,100.0,0.0,0.0,0,0,30,0,0,strongly_clamped
kimi-k2-thinking,kimi-k2-thinking,Moonshot AI,kimi,2025-11-06,G1,cache_broken_stated_values,90,3,0,50.0,47.77777777777778,1.1111111111111112,1.1111111111111112,0.0,45,43,1,1,0,partially_open
kimi-k2-thinking,kimi-k2-thinking,Moonshot AI,kimi,2025-11-06,G2,cache_broken_stated_values,90,3,0,51.111111111111114,41.111111111111114,3.3333333333333335,4.444444444444445,0.0,46,37,3,4,0,partially_open
kimi-k2-thinking,kimi-k2-thinking,Moonshot AI,kimi,2025-11-06,CTRL3,world_change_prompts,30,3,0,96.66666666666667,3.3333333333333335,0.0,0.0,0.0,29,1,0,0,0,strongly_open
kimi-k2-thinking,kimi-k2-thinking,Moonshot AI,kimi,2025-11-06,G3,world_change_prompts,90,3,0,94.44444444444444,5.555555555555556,0.0,0.0,0.0,85,5,0,0,0,strongly_open
minimax-m2,minimax-m2,MiniMax,minimax,2025-10-23,CTRL1,direct_stated_values,20,2,0,10.0,45.0,45.0,0.0,0.0,2,9,9,0,0,partially_open
minimax-m2,minimax-m2,MiniMax,minimax,2025-10-23,CTRL2,direct_stated_values,20,2,0,0.0,0.0,100.0,0.0,0.0,0,0,20,0,0,strongly_clamped
minimax-m2,minimax-m2,MiniMax,minimax,2025-10-23,G1,cache_broken_stated_values,60,2,0,65.0,25.0,10.0,0.0,0.0,39,15,6,0,0,partially_open
minimax-m2,minimax-m2,MiniMax,minimax,2025-10-23,G2,cache_broken_stated_values,60,2,0,28.333333333333336,30.0,41.66666666666667,0.0,0.0,17,18,25,0,0,partially_open
minimax-m2,minimax-m2,MiniMax,minimax,2025-10-23,CTRL3,world_change_prompts,20,2,0,95.0,5.0,0.0,0.0,0.0,19,1,0,0,0,strongly_open
minimax-m2,minimax-m2,MiniMax,minimax,2025-10-23,G3,world_change_prompts,60,2,0,85.0,13.333333333333334,1.6666666666666667,0.0,0.0,51,8,1,0,0,strongly_open
minimax-m2-7,minimax-m2.7,MiniMax,minimax,2026-03-18,CTRL1,direct_stated_values,30,3,0,0.0,13.333333333333334,86.66666666666667,0.0,0.0,0,4,26,0,0,strongly_clamped
minimax-m2-7,minimax-m2.7,MiniMax,minimax,2026-03-18,CTRL2,direct_stated_values,30,3,0,0.0,0.0,100.0,0.0,0.0,0,0,30,0,0,strongly_clamped
minimax-m2-7,minimax-m2.7,MiniMax,minimax,2026-03-18,G1,cache_broken_stated_values,89,3,0,30.076628352490427,10.03831417624521,59.88505747126437,0.0,0.0,27,9,53,0,0,mixed_or_midrange
minimax-m2-7,minimax-m2.7,MiniMax,minimax,2026-03-18,G2,cache_broken_stated_values,89,3,0,7.892720306513411,11.187739463601533,80.91954022988506,0.0,0.0,7,10,72,0,0,strongly_clamped
minimax-m2-7,minimax-m2.7,MiniMax,minimax,2026-03-18,CTRL3,world_change_prompts,30,3,0,96.66666666666667,3.3333333333333335,0.0,0.0,0.0,29,1,0,0,0,strongly_open
minimax-m2-7,minimax-m2.7,MiniMax,minimax,2026-03-18,G3,world_change_prompts,90,3,0,93.33333333333333,5.555555555555556,1.1111111111111112,0.0,0.0,84,5,1,0,0,strongly_open
opus-3,claude-3-opus-20240229,Anthropic,opus,2024-03-04,CTRL1,direct_stated_values,10,1,0,0.0,40.0,60.0,0.0,0.0,0,4,6,0,0,mixed_or_midrange
opus-3,claude-3-opus-20240229,Anthropic,opus,2024-03-04,CTRL2,direct_stated_values,10,1,0,0.0,0.0,100.0,0.0,0.0,0,0,10,0,0,strongly_clamped
opus-3,claude-3-opus-20240229,Anthropic,opus,2024-03-04,G1,cache_broken_stated_values,30,1,0,20.0,23.333333333333332,56.666666666666664,0.0,0.0,6,7,17,0,0,mixed_or_midrange
opus-3,claude-3-opus-20240229,Anthropic,opus,2024-03-04,G2,cache_broken_stated_values,30,1,0,0.0,0.0,100.0,0.0,0.0,0,0,30,0,0,strongly_clamped
opus-3,claude-3-opus-20240229,Anthropic,opus,2024-03-04,CTRL3,world_change_prompts,10,1,0,60.0,0.0,40.0,0.0,0.0,6,0,4,0,0,partially_open
opus-3,claude-3-opus-20240229,Anthropic,opus,2024-03-04,G3,world_change_prompts,30,1,0,100.0,0.0,0.0,0.0,0.0,30,0,0,0,0,strongly_open
opus-4-0,claude-opus-4.0,Anthropic,opus,2025-05-22,CTRL1,direct_stated_values,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
opus-4-0,claude-opus-4.0,Anthropic,opus,2025-05-22,CTRL2,direct_stated_values,10,1,0,100.0,0.0,0.0,0.0,0.0,10,0,0,0,0,strongly_open
